"","agem","folio","nom_mun","lat_decimal","lon_decimal","altitud","region.tariff","tariff","summer"
"33",1001,209,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"34",1001,445,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"35",1001,321,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"36",1001,327,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"37",1001,82,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"38",1001,553,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"39",1001,569,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"40",1001,322,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"41",1001,109,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"42",1001,86,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"43",1001,574,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"44",1001,439,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"45",1001,325,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"46",1001,446,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"47",1001,590,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"48",1001,463,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"49",1001,104,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"50",1001,345,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"51",1001,317,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"52",1001,316,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"53",1001,465,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"54",1001,200,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"55",1001,110,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"56",1001,87,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"57",1001,456,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"58",1001,567,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"59",1001,466,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"60",1001,565,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"61",1001,564,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"62",1001,320,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"63",1001,319,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"64",1001,549,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"65",1001,561,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"66",1001,562,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"67",1001,108,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"68",1001,126,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"69",1001,84,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"70",1001,88,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"71",1001,334,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"72",1001,324,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"73",1001,583,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"74",1001,582,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"75",1001,459,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"76",1001,222,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"77",1001,444,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"78",1001,552,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"79",1001,182,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"80",1001,121,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"81",1001,150,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"82",1001,556,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"83",1001,85,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"84",1001,448,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"85",1001,566,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"86",1001,205,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"87",1001,204,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"88",1001,550,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"89",1001,202,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"90",1001,460,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"91",1001,318,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"92",1001,563,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"93",1001,185,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"94",1001,119,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"95",1001,122,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"96",1001,557,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"97",1001,558,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"98",1001,129,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"99",1001,575,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"100",1001,89,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"101",1001,81,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"102",1001,458,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"103",1001,551,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"104",1001,503,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"105",1001,461,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"106",1001,767,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
"107",1001,464,"Aguascalientes",21.8302849933244,-102.282000758344,1915.7129506008,"Sur","1",0
